Reference area,Domain,TIME_PERIOD,mean_normalized_measure
Canada,Subjective well-being,2022,0.6243
Canada,Subjective well-being,2023,0.5768
Canada,Work and job quality,2006,0.804
Canada,Work and job quality,2007,0.8229
Canada,Work and job quality,2008,0.8257
Canada,Work and job quality,2009,0.8192
Canada,Work and job quality,2010,0.8212
Canada,Work and job quality,2011,0.8245
Canada,Work and job quality,2012,0.8304
Canada,Work and job quality,2013,0.8423
Canada,Work and job quality,2014,0.85
Canada,Work and job quality,2015,0.8437
Canada,Work and job quality,2016,0.836
Canada,Work and job quality,2017,0.8127
Canada,Work and job quality,2018,0.828
Canada,Work and job quality,2019,0.8123
Canada,Work and job quality,2020,0.7917
Canada,Work and job quality,2021,0.8188
Canada,Work and job quality,2022,0.8069
Canada,Work and job quality,2023,0.8235
Canada,Work-life balance,2006,0.1506
Canada,Work-life balance,2007,0.1506
Canada,Work-life balance,2008,0.1506
Canada,Work-life balance,2009,0.1506
Canada,Work-life balance,2010,0.1506
Canada,Work-life balance,2011,0.2296
Canada,Work-life balance,2012,0.3086
Canada,Work-life balance,2013,0.38759999999999994
Canada,Work-life balance,2014,0.46659999999999996
Canada,Work-life balance,2015,0.5456
Canada,Work-life balance,2016,0.58755
Canada,Work-life balance,2017,0.6295
Canada,Work-life balance,2018,0.67145
Canada,Work-life balance,2019,0.7134
Canada,Work-life balance,2020,0.75535
Canada,Work-life balance,2021,0.7973
Canada,Work-life balance,2022,0.6375
Canada,Work-life balance,2023,0.6375
Chile,Civic engagement,2006,0.8865
Chile,Civic engagement,2007,0.8998666666666666
Chile,Civic engagement,2008,0.9132333333333333
Chile,Civic engagement,2009,0.9266
Chile,Civic engagement,2010,0.8786
Chile,Civic engagement,2011,0.6776666666666668
Chile,Civic engagement,2012,0.4767333333333334
Chile,Civic engagement,2013,0.2758
Chile,Civic engagement,2014,0.297875
Chile,Civic engagement,2015,0.31994999999999996
Chile,Civic engagement,2016,0.34202499999999997
Chile,Civic engagement,2017,0.3641
Chile,Civic engagement,2018,0.366275
Chile,Civic engagement,2019,0.36845
Chile,Civic engagement,2020,0.370625
Chile,Civic engagement,2021,0.3728
Chile,Civic engagement,2022,0.31095
Chile,Civic engagement,2023,0.2491
Chile,Environmental quality,2006,0.957
Chile,Environmental quality,2007,0.9668
Chile,Environmental quality,2008,0.9729
Chile,Environmental quality,2009,0.9744
Chile,Environmental quality,2010,0.9858
Chile,Environmental quality,2011,0.9846
Chile,Environmental quality,2012,0.9896
Chile,Environmental quality,2013,0.9912
Chile,Environmental quality,2014,0.9923
Chile,Environmental quality,2015,0.9927
Chile,Environmental quality,2016,0.9962
Chile,Environmental quality,2017,0.9964
Chile,Environmental quality,2018,0.9947
Chile,Environmental quality,2019,0.9954
Chile,Environmental quality,2020,0.9969
Chile,Environmental quality,2021,1.0
Chile,Environmental quality,2022,1.0
Chile,Environmental quality,2023,1.0
Chile,Health,2006,0.5124
Chile,Health,2007,0.7384
Chile,Health,2008,0.7113
Chile,Health,2009,0.552
Chile,Health,2010,0.6863
Chile,Health,2011,0.6636
Chile,Health,2012,0.7103
Chile,Health,2013,0.5777
Chile,Health,2014,0.7253
Chile,Health,2015,0.5599
Chile,Health,2016,0.7314
Chile,Health,2017,0.5605
Chile,Health,2018,0.6911
Chile,Health,2019,0.7063
Chile,Health,2020,0.6584
Chile,Health,2021,0.5518
Chile,Health,2022,0.6685
Chile,Health,2023,0.6667
Chile,Housing,2006,0.1249
Chile,Housing,2007,0.12853333333333333
Chile,Housing,2008,0.13216666666666665
Chile,Housing,2009,0.1358
Chile,Housing,2010,0.36034999999999995
Chile,Housing,2011,0.5849
Chile,Housing,2012,0.4927
Chile,Housing,2013,0.5434
Chile,Housing,2014,0.5066
Chile,Housing,2015,0.558
Chile,Housing,2016,0.6205
Chile,Housing,2017,0.7357
Chile,Housing,2018,0.8134
Chile,Housing,2019,0.8005
Chile,Housing,2020,0.8882
Chile,Housing,2021,0.7827
Chile,Housing,2022,0.7859
Chile,Housing,2023,0.7859
Chile,Income and wealth,2006,1.0
Chile,Income and wealth,2007,1.0
Chile,Income and wealth,2008,1.0
Chile,Income and wealth,2009,1.0
Chile,Income and wealth,2010,0.7737
Chile,Income and wealth,2011,0.5474
Chile,Income and wealth,2012,0.6252
Chile,Income and wealth,2013,0.703
Chile,Income and wealth,2014,0.548
Chile,Income and wealth,2015,0.6785
Chile,Income and wealth,2016,0.6488499999999999
Chile,Income and wealth,2017,0.6192
Chile,Income and wealth,2018,0.7208
Chile,Income and wealth,2019,0.8224
Chile,Income and wealth,2020,0.924
Chile,Income and wealth,2021,0.81435
Chile,Income and wealth,2022,0.7047
Chile,Income and wealth,2023,0.7047
Chile,Knowledge and skills,2006,0.2835
Chile,Knowledge and skills,2007,0.28126666666666666
Chile,Knowledge and skills,2008,0.2790333333333333
Chile,Knowledge and skills,2009,0.2768
Chile,Knowledge and skills,2010,0.2795333333333333
Chile,Knowledge and skills,2011,0.28226666666666667
Chile,Knowledge and skills,2012,0.285
Chile,Knowledge and skills,2013,0.31305
Chile,Knowledge and skills,2014,0.3411
Chile,Knowledge and skills,2015,0.5212
Chile,Knowledge and skills,2016,0.4789333333333333
Chile,Knowledge and skills,2017,0.43666666666666665
Chile,Knowledge and skills,2018,0.3944
Chile,Knowledge and skills,2019,0.37844999999999995
Chile,Knowledge and skills,2020,0.3625
Chile,Knowledge and skills,2021,0.34655
Chile,Knowledge and skills,2022,0.3306
Chile,Knowledge and skills,2023,0.3306
Chile,Safety,2006,0.359
Chile,Safety,2007,0.3318
Chile,Safety,2008,0.3378
Chile,Safety,2009,0.37
Chile,Safety,2010,0.3556
Chile,Safety,2011,0.3552
Chile,Safety,2012,0.346
Chile,Safety,2013,0.3556
Chile,Safety,2014,0.3056
Chile,Safety,2015,0.3011
Chile,Safety,2016,0.3015
Chile,Safety,2017,0.2989
Chile,Safety,2018,0.3003
Chile,Safety,2019,0.2614
Chile,Safety,2020,0.2565
Chile,Safety,2021,0.2547
Chile,Safety,2022,0.1678
Chile,Safety,2023,0.1771
Chile,Social connections,2006,0.6172
Chile,Social connections,2007,0.6187
Chile,Social connections,2008,0.6105
Chile,Social connections,2009,0.6205
Chile,Social connections,2010,0.6413
Chile,Social connections,2011,0.6532
Chile,Social connections,2012,0.6478
Chile,Social connections,2013,0.6478
Chile,Social connections,2014,0.6505
Chile,Social connections,2015,0.645
Chile,Social connections,2016,0.645
Chile,Social connections,2017,0.7064
Chile,Social connections,2018,0.7234
Chile,Social connections,2019,0.6687
Chile,Social connections,2020,0.6786
Chile,Social connections,2021,0.6786
Chile,Social connections,2022,0.669
Chile,Social connections,2023,0.669
Chile,Subjective well-being,2006,0.4752
Chile,Subjective well-being,2007,0.4604
Chile,Subjective well-being,2008,0.4771
Chile,Subjective well-being,2009,0.4871
Chile,Subjective well-being,2010,0.5082
Chile,Subjective well-being,2011,0.5012
Chile,Subjective well-being,2012,0.5012
Chile,Subjective well-being,2013,0.5012
Chile,Subjective well-being,2014,0.553
Chile,Subjective well-being,2015,0.553
Chile,Subjective well-being,2016,0.553
Chile,Subjective well-being,2017,0.5499
Chile,Subjective well-being,2018,0.5499
Chile,Subjective well-being,2019,0.5321
Chile,Subjective well-being,2020,0.5484
Chile,Subjective well-being,2021,0.5484
Chile,Subjective well-being,2022,0.5424
Chile,Subjective well-being,2023,0.5424
Chile,Work and job quality,2006,0.6406
Chile,Work and job quality,2007,0.6492
Chile,Work and job quality,2008,0.6671
Chile,Work and job quality,2009,0.6536
Chile,Work and job quality,2010,0.6341
Chile,Work and job quality,2011,0.6591
Chile,Work and job quality,2012,0.7002
Chile,Work and job quality,2013,0.7195
Chile,Work and job quality,2014,0.7547
Chile,Work and job quality,2015,0.6397
Chile,Work and job quality,2016,0.7345
Chile,Work and job quality,2017,0.6949
Chile,Work and job quality,2018,0.6859
Chile,Work and job quality,2019,0.6842
Chile,Work and job quality,2020,0.6303
Chile,Work and job quality,2021,0.6795
Chile,Work and job quality,2022,0.6559
Chile,Work and job quality,2023,0.7386
Colombia,Civic engagement,2006,0.0
Colombia,Civic engagement,2007,0.064425
Colombia,Civic engagement,2008,0.12885
Colombia,Civic engagement,2009,0.19327499999999997
Colombia,Civic engagement,2010,0.2577
Colombia,Civic engagement,2011,0.2601
Colombia,Civic engagement,2012,0.26249999999999996
Colombia,Civic engagement,2013,0.26489999999999997
Colombia,Civic engagement,2014,0.2673
Colombia,Civic engagement,2015,0.20484999999999998
Colombia,Civic engagement,2016,0.1424
Colombia,Civic engagement,2017,0.07995000000000001
Colombia,Civic engagement,2018,0.0175
Colombia,Civic engagement,2019,0.05266666666666667
Colombia,Civic engagement,2020,0.08783333333333333
Colombia,Civic engagement,2021,0.123
Colombia,Civic engagement,2022,0.431
Colombia,Civic engagement,2023,0.2736
Colombia,Environmental quality,2006,0.8738
Colombia,Environmental quality,2007,0.8652
Colombia,Environmental quality,2008,0.9435
Colombia,Environmental quality,2009,0.9021
Colombia,Environmental quality,2010,0.8673
Colombia,Environmental quality,2011,0.9613
Colombia,Environmental quality,2012,0.9069
Colombia,Environmental quality,2013,0.8532
Colombia,Environmental quality,2014,0.8258
Colombia,Environmental quality,2015,0.8473
Colombia,Environmental quality,2016,0.7694
Colombia,Environmental quality,2017,0.8542
Colombia,Environmental quality,2018,0.8179
Colombia,Environmental quality,2019,0.8139
Colombia,Environmental quality,2020,0.8107
Colombia,Environmental quality,2021,0.8144
Colombia,Environmental quality,2022,0.8781
Colombia,Environmental quality,2023,0.7288
Colombia,Health,2006,0.6509
Colombia,Health,2007,0.6708
Colombia,Health,2008,0.6506
Colombia,Health,2009,0.6306
Colombia,Health,2010,0.6298
Colombia,Health,2011,0.6351
Colombia,Health,2012,0.6326
Colombia,Health,2013,0.6413
Colombia,Health,2014,0.6267
Colombia,Health,2015,0.6251
Colombia,Health,2016,0.6253
Colombia,Health,2017,0.5983
Colombia,Health,2018,0.5983
Colombia,Health,2019,0.5948
Colombia,Health,2020,0.678
Colombia,Health,2021,0.7006
Colombia,Health,2022,0.4256
Colombia,Health,2023,0.4256
Colombia,Housing,2006,0.1635
Colombia,Housing,2007,0.1635
Colombia,Housing,2008,0.1635
Colombia,Housing,2009,0.1635
Colombia,Housing,2010,0.1635
Colombia,Housing,2011,0.0075
Colombia,Housing,2012,0.4996
Colombia,Housing,2013,0.4784
Colombia,Housing,2014,0.5
Colombia,Housing,2015,0.5
Colombia,Housing,2016,0.5
Colombia,Housing,2017,0.5
Colombia,Housing,2018,0.5
Colombia,Housing,2019,0.5
Colombia,Housing,2020,0.5
Colombia,Housing,2021,0.5
Colombia,Housing,2022,0.5102
Colombia,Housing,2023,0.5102
Colombia,Knowledge and skills,2006,0.0
Colombia,Knowledge and skills,2007,0.0
Colombia,Knowledge and skills,2008,0.0
Colombia,Knowledge and skills,2009,0.0
Colombia,Knowledge and skills,2010,0.0
Colombia,Knowledge and skills,2011,0.0
Colombia,Knowledge and skills,2012,0.0
Colombia,Knowledge and skills,2013,0.14173333333333335
Colombia,Knowledge and skills,2014,0.2834666666666667
Colombia,Knowledge and skills,2015,0.4252
Colombia,Knowledge and skills,2016,0.35126666666666667
Colombia,Knowledge and skills,2017,0.2773333333333333
Colombia,Knowledge and skills,2018,0.2034
Colombia,Knowledge and skills,2019,0.182375
Colombia,Knowledge and skills,2020,0.16135
Colombia,Knowledge and skills,2021,0.140325
Colombia,Knowledge and skills,2022,0.1193
Colombia,Knowledge and skills,2023,0.1193
Colombia,Safety,2006,0.3921
Colombia,Safety,2007,0.3952
Colombia,Safety,2008,0.3554
Colombia,Safety,2009,0.3242
Colombia,Safety,2010,0.2436
Colombia,Safety,2011,0.192
Colombia,Safety,2012,0.1867
Colombia,Safety,2013,0.1923
Colombia,Safety,2014,0.1742
Colombia,Safety,2015,0.1717
Colombia,Safety,2016,0.1717
Colombia,Safety,2017,0.2375
Colombia,Safety,2018,0.2444
Colombia,Safety,2019,0.2386
Colombia,Safety,2020,0.2531
Colombia,Safety,2021,0.2394
Colombia,Safety,2022,0.2482
Colombia,Safety,2023,0.2482
Colombia,Social connections,2006,0.777
Colombia,Social connections,2007,0.781
Colombia,Social connections,2008,0.7542
Colombia,Social connections,2009,0.7584
Colombia,Social connections,2010,0.7653
Colombia,Social connections,2011,0.781
Colombia,Social connections,2012,0.7747
Colombia,Social connections,2013,0.7747
Colombia,Social connections,2014,0.7625
Colombia,Social connections,2015,0.7561
Colombia,Social connections,2016,0.7561
Colombia,Social connections,2017,0.7097
Colombia,Social connections,2018,0.7267
Colombia,Social connections,2019,0.5981
Colombia,Social connections,2020,0.5117
Colombia,Social connections,2021,0.5117
Colombia,Social connections,2022,0.5694
Colombia,Social connections,2023,0.5694
Colombia,Subjective well-being,2006,0.6034
Colombia,Subjective well-being,2007,0.5704
Colombia,Subjective well-being,2008,0.5857
Colombia,Subjective well-being,2009,0.6048
Colombia,Subjective well-being,2010,0.6137
Colombia,Subjective well-being,2011,0.5999
Colombia,Subjective well-being,2012,0.5999
Colombia,Subjective well-being,2013,0.5999
Colombia,Subjective well-being,2014,0.6389
Colombia,Subjective well-being,2015,0.6389
Colombia,Subjective well-being,2016,0.6389
Colombia,Subjective well-being,2017,0.6059
Colombia,Subjective well-being,2018,0.6958
Colombia,Subjective well-being,2019,0.6672
Colombia,Subjective well-being,2020,0.6628
Colombia,Subjective well-being,2021,0.648
Colombia,Subjective well-being,2022,0.6414
Colombia,Subjective well-being,2023,0.5551
Colombia,Work and job quality,2006,0.3589
Colombia,Work and job quality,2007,0.6084
Colombia,Work and job quality,2008,0.6118
Colombia,Work and job quality,2009,0.628
Colombia,Work and job quality,2010,0.6504
Colombia,Work and job quality,2011,0.6582
Colombia,Work and job quality,2012,0.6452
Colombia,Work and job quality,2013,0.6558
Colombia,Work and job quality,2014,0.6661
Colombia,Work and job quality,2015,0.6566
Colombia,Work and job quality,2016,0.633
Colombia,Work and job quality,2017,0.6199
Colombia,Work and job quality,2018,0.6433
Colombia,Work and job quality,2019,0.5917
Colombia,Work and job quality,2020,0.5682
Colombia,Work and job quality,2021,0.6495
Colombia,Work and job quality,2022,0.624
Colombia,Work and job quality,2023,0.6452
Colombia,Work-life balance,2006,0.5885
Colombia,Work-life balance,2007,0.5885
Colombia,Work-life balance,2008,0.5885
Colombia,Work-life balance,2009,0.5885
Colombia,Work-life balance,2010,0.5885
Colombia,Work-life balance,2011,0.5885
Colombia,Work-life balance,2012,0.5885
Colombia,Work-life balance,2013,0.548725
Colombia,Work-life balance,2014,0.50895
Colombia,Work-life balance,2015,0.469175
Colombia,Work-life balance,2016,0.4294
Colombia,Work-life balance,2017,0.389625
Colombia,Work-life balance,2018,0.34985
Colombia,Work-life balance,2019,0.310075
Colombia,Work-life balance,2020,0.2703
Colombia,Work-life balance,2021,0.6354
Colombia,Work-life balance,2022,0.5481
Colombia,Work-life balance,2023,0.5481
Costa Rica,Civic engagement,2006,0.4225
Costa Rica,Civic engagement,2007,0.46299999999999997
Costa Rica,Civic engagement,2008,0.5035000000000001
Costa Rica,Civic engagement,2009,0.544
Costa Rica,Civic engagement,2010,0.5845
Costa Rica,Civic engagement,2011,0.57995
Costa Rica,Civic engagement,2012,0.5754
Costa Rica,Civic engagement,2013,0.5708500000000001
Costa Rica,Civic engagement,2014,0.5663
Costa Rica,Civic engagement,2015,0.50115
Costa Rica,Civic engagement,2016,0.43600000000000005
Costa Rica,Civic engagement,2017,0.37085
Costa Rica,Civic engagement,2018,0.3057
Costa Rica,Civic engagement,2019,0.347275
Costa Rica,Civic engagement,2020,0.38885000000000003
Costa Rica,Civic engagement,2021,0.430425
Costa Rica,Civic engagement,2022,0.472
Costa Rica,Civic engagement,2023,0.2391
Costa Rica,Environmental quality,2006,0.9925
Costa Rica,Environmental quality,2007,0.9942
Costa Rica,Environmental quality,2008,0.9952
Costa Rica,Environmental quality,2009,0.9955
Costa Rica,Environmental quality,2010,0.9794
Costa Rica,Environmental quality,2011,0.9973
Costa Rica,Environmental quality,2012,0.9981
Costa Rica,Environmental quality,2013,0.9984
Costa Rica,Environmental quality,2014,0.9986
Costa Rica,Environmental quality,2015,0.9987
Costa Rica,Environmental quality,2016,0.9747
Costa Rica,Environmental quality,2017,0.9993
Costa Rica,Environmental quality,2018,0.999
Costa Rica,Environmental quality,2019,0.9991
Costa Rica,Environmental quality,2020,0.9956
Costa Rica,Environmental quality,2021,1.0
Costa Rica,Environmental quality,2022,1.0
Costa Rica,Environmental quality,2023,0.9925
Costa Rica,Health,2006,0.7909
Costa Rica,Health,2007,0.8103
Costa Rica,Health,2008,0.7961
Costa Rica,Health,2009,0.7812
Costa Rica,Health,2010,0.7626
Costa Rica,Health,2011,0.7607
Costa Rica,Health,2012,0.7684
Costa Rica,Health,2013,0.7701
Costa Rica,Health,2014,0.7686
Costa Rica,Health,2015,0.7555
Costa Rica,Health,2016,0.7619
Costa Rica,Health,2017,0.7368
Costa Rica,Health,2018,0.5925
Costa Rica,Health,2019,0.7121
Costa Rica,Health,2020,0.7745
Costa Rica,Health,2021,0.699
Costa Rica,Health,2022,0.6497
Costa Rica,Health,2023,0.6415
Costa Rica,Housing,2006,0.5437
Costa Rica,Housing,2007,0.5437
Costa Rica,Housing,2008,0.5437
Costa Rica,Housing,2009,0.5437
Costa Rica,Housing,2010,0.5437
Costa Rica,Housing,2011,0.5616
Costa Rica,Housing,2012,0.647
Costa Rica,Housing,2013,0.6271
Costa Rica,Housing,2014,0.6376
Costa Rica,Housing,2015,0.6246
